,cust,user_total_items,total_distinct_items,user_average_basket,weekday_rate,weekend_rate
9726,M539360434,17,13,1.7,1.0,0.0
9729,M700370021,291,135,3.197802197802198,0.5934065934065934,0.4065934065934066
9737,M207242672,24,15,1.6,0.9333333333333333,0.06666666666666665
9738,M122038031,204,75,2.7567567567567566,0.7837837837837838,0.21621621621621623
9750,M876601614,371,112,2.5238095238095237,0.7278911564625851,0.27210884353741494
9759,M190303309,425,144,3.4,0.848,0.15200000000000002
9765,M378382995,608,173,3.5976331360946747,0.6923076923076923,0.3076923076923077
9779,M107718348,721,191,6.738317757009346,0.6728971962616822,0.3271028037383178
9781,M916404155,146,39,1.7804878048780488,0.7317073170731707,0.2682926829268293
9787,M955610870,734,149,3.67,0.895,0.10499999999999998
9797,M326891614,25,14,1.6666666666666667,0.6666666666666666,0.33333333333333337
9808,M014583713,402,187,2.7724137931034485,0.6482758620689655,0.3517241379310345
9809,M459481119,982,173,7.115942028985507,0.8478260869565217,0.15217391304347827
9815,M451215964,117,50,3.0,0.9230769230769231,0.07692307692307687
9820,M975986019,129,58,1.3870967741935485,0.7634408602150538,0.23655913978494625
9821,M453481478,891,146,4.031674208144796,0.37104072398190047,0.6289592760180995
9827,M208662435,94,24,4.7,0.85,0.15000000000000002
9832,M213824390,147,72,2.8823529411764706,0.7647058823529411,0.23529411764705888
9835,M356116708,442,99,1.9134199134199135,0.7012987012987013,0.2987012987012987
9842,M559802814,123,63,1.4642857142857142,0.5833333333333334,0.41666666666666663
9851,M729270075,342,93,3.1376146788990824,0.7798165137614679,0.22018348623853212
9853,M570392917,194,58,2.086021505376344,0.8709677419354839,0.12903225806451613
9854,M176946024,540,83,2.297872340425532,0.4851063829787234,0.5148936170212766
9855,M195831652,214,69,2.4318181818181817,0.6363636363636364,0.36363636363636365
9857,M945949516,613,194,3.7378048780487805,0.7804878048780488,0.2195121951219512
9868,M393863429,7,6,1.75,1.0,0.0
9890,M807738780,202,34,1.1477272727272727,0.8011363636363636,0.19886363636363635
9896,M313486584,174,69,8.285714285714286,1.0,0.0
9897,M842883407,100,57,2.272727272727273,1.0,0.0
9922,M295585333,445,157,2.680722891566265,0.7710843373493976,0.22891566265060237
9927,M743187965,431,90,4.104761904761904,0.780952380952381,0.21904761904761905
9930,M865790081,824,159,3.2828685258964145,0.7689243027888446,0.2310756972111554
9940,M718767719,333,109,5.045454545454546,0.8939393939393939,0.10606060606060608
9954,M336141132,206,91,1.73109243697479,0.7563025210084033,0.24369747899159666
9958,M460417391,646,177,4.3355704697986575,0.7046979865771812,0.2953020134228188
9966,M690857988,186,106,2.2962962962962963,0.5432098765432098,0.45679012345679015
9970,M718116753,161,61,2.5555555555555554,0.4603174603174603,0.5396825396825398
9977,M830518015,133,63,1.7272727272727273,0.6233766233766234,0.37662337662337664
9980,M089522694,82,32,1.3015873015873016,0.746031746031746,0.25396825396825395
9986,M025724477,165,49,3.235294117647059,0.37254901960784315,0.6274509803921569
9987,M867757328,12,7,1.5,0.875,0.125
9989,M626814401,146,72,2.8627450980392157,0.6078431372549019,0.3921568627450981
9991,M635689840,40,16,1.4285714285714286,0.8571428571428571,0.1428571428571429
9992,M780344439,41,29,1.8636363636363635,0.7727272727272727,0.2272727272727273
9994,M738604368,281,105,1.7784810126582278,0.379746835443038,0.620253164556962
9995,M062384024,258,80,6.2926829268292686,0.4878048780487805,0.5121951219512195
9996,M855496333,53,25,2.0384615384615383,0.7307692307692307,0.2692307692307693
10005,M808776109,168,71,1.9764705882352942,0.7647058823529411,0.23529411764705888
10007,M770417693,633,189,2.788546255506608,0.7136563876651982,0.28634361233480177
10008,M285822032,91,39,3.1379310344827585,0.7241379310344828,0.27586206896551724
10012,M611722173,387,119,4.206521739130435,0.6630434782608695,0.3369565217391305
10024,M255160573,499,100,2.198237885462555,0.6607929515418502,0.33920704845814975
10027,M140878565,1503,305,7.089622641509434,0.75,0.25
10034,M415640330,57,29,1.2391304347826086,0.8043478260869565,0.19565217391304346
10037,M113907980,28,19,1.2727272727272727,0.6818181818181818,0.31818181818181823
10043,M155214575,43,25,1.4333333333333333,0.5333333333333333,0.4666666666666667
10046,M360477636,91,50,2.6,0.9142857142857143,0.08571428571428574
10059,M598291863,214,51,2.018867924528302,0.7924528301886793,0.2075471698113207
10068,M095979750,393,103,1.7466666666666666,0.8844444444444445,0.11555555555555552
10072,M475857646,299,107,3.8333333333333335,0.782051282051282,0.21794871794871795
10084,M434194156,86,51,2.263157894736842,0.8947368421052632,0.10526315789473684
10088,M204698169,50,24,2.272727272727273,0.5454545454545454,0.4545454545454546
10094,M212377459,120,51,2.0689655172413794,0.39655172413793105,0.603448275862069
10100,M775956911,219,95,4.659574468085107,0.574468085106383,0.42553191489361697
10102,M858978984,9,8,1.5,1.0,0.0
10104,M419465837,254,92,3.3866666666666667,0.7333333333333333,0.2666666666666667
10108,M397105245,271,122,5.530612244897959,0.6122448979591837,0.3877551020408163
10110,M725311421,263,91,1.6134969325153374,0.22085889570552147,0.7791411042944785
10121,M756791606,52,18,1.4857142857142858,0.6285714285714286,0.37142857142857144
10123,M836262122,248,101,2.1196581196581197,0.8034188034188035,0.19658119658119655
10127,M012046118,1,1,1.0,1.0,0.0
10129,M901220395,347,165,4.130952380952381,0.7380952380952381,0.26190476190476186
10133,M411262471,355,148,5.916666666666667,0.7666666666666667,0.23333333333333328
10134,M448109677,87,54,3.0,0.7586206896551724,0.24137931034482762
10136,M939854873,716,202,4.475,0.71875,0.28125
10140,M999962961,416,144,3.617391304347826,0.6695652173913044,0.33043478260869563
10143,M057796559,689,206,4.719178082191781,0.8493150684931506,0.15068493150684936
10145,M686363145,474,117,2.2679425837320575,0.7416267942583732,0.2583732057416268
10148,M753943284,134,56,2.161290322580645,0.7096774193548387,0.29032258064516125
10157,M798698013,506,156,5.326315789473684,0.3368421052631579,0.6631578947368422
10158,M246722276,158,56,5.266666666666667,0.8,0.19999999999999996
10176,M107965625,49,33,3.0625,0.4375,0.5625
10177,M249164455,535,62,4.953703703703703,0.7037037037037037,0.2962962962962963
10181,M328049393,161,79,1.7692307692307692,0.43956043956043955,0.5604395604395604
10197,M619271989,62,20,1.631578947368421,0.7368421052631579,0.26315789473684215
10198,M804123110,120,75,2.5531914893617023,0.7021276595744681,0.2978723404255319
10199,M221378754,121,62,1.890625,0.78125,0.21875
10200,M903450603,169,52,5.451612903225806,0.5806451612903226,0.4193548387096774
10205,M890943165,74,27,1.510204081632653,0.061224489795918366,0.9387755102040817
10216,M729008781,524,144,8.59016393442623,0.6721311475409836,0.3278688524590164
10221,M922741267,61,21,2.3461538461538463,0.6923076923076923,0.3076923076923077
10223,M762547793,231,90,2.783132530120482,0.5662650602409639,0.4337349397590361
10224,M456122154,113,43,1.6865671641791045,0.8507462686567164,0.14925373134328357
10229,M779617657,456,151,7.354838709677419,0.9193548387096774,0.08064516129032262
10240,M642278113,25,14,2.5,0.5,0.5
10248,M372216331,216,68,4.909090909090909,0.7272727272727273,0.2727272727272727
10272,M429826664,95,47,3.064516129032258,0.7741935483870968,0.22580645161290325
10278,M913687595,470,142,4.196428571428571,0.5535714285714286,0.4464285714285714
10281,M268444184,122,49,1.4878048780487805,0.5121951219512195,0.4878048780487805
10288,M981579276,17,11,1.0625,0.8125,0.1875
10292,M426897737,77,34,1.711111111111111,0.28888888888888886,0.7111111111111111
10299,M088428266,335,100,3.4536082474226806,0.7010309278350515,0.2989690721649485
10327,M233473521,159,64,2.0921052631578947,0.8289473684210527,0.17105263157894735
10330,M587936483,606,174,3.5028901734104045,0.6127167630057804,0.3872832369942196
10342,M275239614,200,85,13.333333333333334,0.3333333333333333,0.6666666666666667
10345,M344260537,29,11,1.45,0.85,0.15000000000000002
10356,M309124739,39,28,2.4375,1.0,0.0
10358,M590545597,320,142,2.269503546099291,0.524822695035461,0.475177304964539
10366,M138848999,287,104,5.74,0.76,0.24
10368,M979535328,1271,272,7.9937106918239,0.6289308176100629,0.37106918238993714
10376,M965868091,52,20,1.4444444444444444,0.4722222222222222,0.5277777777777778
10379,M873291493,430,124,2.7564102564102564,0.7948717948717948,0.20512820512820518
10395,M495972460,101,17,1.2023809523809523,0.7142857142857143,0.2857142857142857
10397,M068944376,333,66,1.9940119760479043,0.6467065868263473,0.3532934131736527
10412,M408347646,730,168,3.8421052631578947,0.5368421052631579,0.4631578947368421
10413,M582126605,235,71,2.1363636363636362,0.6272727272727273,0.3727272727272727
10416,M345502333,292,96,1.8024691358024691,0.5802469135802469,0.41975308641975306
10425,M577921136,526,172,4.781818181818182,0.7181818181818181,0.28181818181818186
10432,M206644140,32,7,1.391304347826087,0.5652173913043478,0.4347826086956522
10435,M590312257,195,42,2.074468085106383,0.4148936170212766,0.5851063829787234
10447,M906123201,71,46,3.227272727272727,0.5454545454545454,0.4545454545454546
10456,M616368215,214,86,3.754385964912281,0.5263157894736842,0.4736842105263158
10458,M000136117,114,59,1.6285714285714286,0.7714285714285715,0.22857142857142854
10478,M273486687,82,39,1.9069767441860466,0.6511627906976745,0.34883720930232553
10482,M559528576,92,33,2.358974358974359,0.7948717948717948,0.20512820512820518
10484,M681557085,50,35,2.9411764705882355,0.7058823529411765,0.2941176470588235
10485,M644686035,150,59,3.1914893617021276,0.5319148936170213,0.46808510638297873
10491,M691187476,310,124,4.492753623188406,0.7101449275362319,0.28985507246376807
10492,M459710423,543,156,3.503225806451613,0.7161290322580646,0.28387096774193543
10494,M783029836,132,74,3.2195121951219514,0.6341463414634146,0.36585365853658536
10498,M437860197,105,58,3.0,0.6571428571428571,0.34285714285714286
10504,M045797634,576,112,4.396946564885496,0.8778625954198473,0.12213740458015265
10508,M084675441,192,45,1.9393939393939394,0.8282828282828283,0.1717171717171717
10510,M293676227,798,165,8.96629213483146,0.8202247191011236,0.1797752808988764
10514,M700168152,109,40,1.7868852459016393,0.5245901639344263,0.47540983606557374
10536,M353781238,119,9,2.8333333333333335,0.8809523809523809,0.11904761904761907
10544,M597468333,261,103,1.905109489051095,0.9562043795620438,0.04379562043795615
10550,M225533187,413,135,4.8023255813953485,0.22093023255813954,0.7790697674418605
10551,M450303155,18,17,3.6,1.0,0.0
10554,M384901403,89,38,1.816326530612245,0.673469387755102,0.326530612244898
10555,M200669928,229,65,1.4967320261437909,0.6209150326797386,0.3790849673202614
10558,M679615982,213,70,1.5434782608695652,0.6811594202898551,0.3188405797101449
10561,M259630788,101,17,2.9705882352941178,0.8529411764705882,0.1470588235294118
10565,M892553507,438,96,2.075829383886256,0.8388625592417062,0.16113744075829384
10573,M388933529,31,17,1.3478260869565217,0.043478260869565216,0.9565217391304348
10575,M022273469,208,59,2.311111111111111,0.6,0.4
10592,M261999086,565,160,2.8391959798994977,0.6884422110552764,0.31155778894472363
10595,M799793795,169,54,1.8777777777777778,0.9,0.09999999999999998
10596,M613714334,44,14,2.0,0.5,0.5
10606,M932507544,11,5,11.0,1.0,0.0
10616,M809393390,193,93,4.948717948717949,0.7948717948717948,0.20512820512820518
10618,M257412610,124,68,1.7971014492753623,0.6086956521739131,0.3913043478260869
10619,M529418449,470,99,6.184210526315789,0.7368421052631579,0.26315789473684215
10622,M362130831,494,150,4.333333333333333,0.6929824561403509,0.3070175438596491
10624,M897523870,626,120,3.243523316062176,0.689119170984456,0.31088082901554404
10629,M112378987,96,47,2.341463414634146,0.7560975609756098,0.24390243902439024
10632,M275963780,109,63,1.2823529411764707,0.7529411764705882,0.24705882352941178
10633,M467590639,43,21,1.34375,0.59375,0.40625
10634,M116158235,161,82,5.962962962962963,0.4444444444444444,0.5555555555555556
10635,M954323083,59,42,2.5652173913043477,0.5652173913043478,0.4347826086956522
10652,M587128960,157,66,2.9074074074074074,0.6481481481481481,0.35185185185185186
10653,M939461606,171,98,3.0,0.6140350877192983,0.38596491228070173
10654,M047678783,273,61,1.8958333333333333,0.5902777777777778,0.4097222222222222
10662,M646756010,192,68,2.8656716417910446,0.34328358208955223,0.6567164179104478
10680,M497552185,40,26,1.8181818181818181,0.7272727272727273,0.2727272727272727
10681,M563112021,650,167,10.0,0.7692307692307693,0.23076923076923073
10692,M438970127,202,107,1.7565217391304349,0.5391304347826087,0.4608695652173913
10694,M762193454,37,24,1.85,0.45,0.55
10698,M978133810,45,23,1.25,0.9444444444444444,0.05555555555555558
10704,M336113491,43,19,1.9545454545454546,0.5454545454545454,0.4545454545454546
10707,M168232066,63,23,1.8529411764705883,0.9705882352941176,0.02941176470588236
10718,M559504689,187,80,3.1166666666666667,0.6333333333333333,0.3666666666666667
10724,M157996287,206,78,3.6785714285714284,0.48214285714285715,0.5178571428571428
10731,M269140579,208,83,3.9245283018867925,0.8113207547169812,0.18867924528301883
10736,M617609913,158,44,1.3859649122807018,0.8245614035087719,0.17543859649122806
10744,M114730865,556,204,4.595041322314049,0.7272727272727273,0.2727272727272727
10749,M654585786,68,51,3.5789473684210527,0.631578947368421,0.368421052631579
10753,M713952230,160,85,3.5555555555555554,0.7777777777777778,0.2222222222222222
10761,M223807903,620,173,8.732394366197184,0.5492957746478874,0.45070422535211263
10763,M936857862,85,51,2.125,0.625,0.375
10764,M492061687,39,27,1.625,0.625,0.375
10768,M721618690,173,71,2.1358024691358026,0.25925925925925924,0.7407407407407407
10775,M923131416,188,65,4.7,0.45,0.55
10777,M806244786,44,31,4.888888888888889,0.5555555555555556,0.4444444444444444
10781,M134617945,104,51,2.122448979591837,0.8163265306122449,0.18367346938775508
10787,M829325897,114,32,1.2127659574468086,0.648936170212766,0.35106382978723405
10789,M053071039,726,114,6.424778761061947,0.6283185840707964,0.37168141592920356
10793,M802139949,452,131,1.8373983739837398,0.4634146341463415,0.5365853658536586
10795,M671492371,45,15,1.3235294117647058,0.38235294117647056,0.6176470588235294
10807,M468528392,836,264,5.4640522875816995,0.8235294117647058,0.17647058823529416
10829,M030872242,172,67,4.648648648648648,0.5945945945945946,0.4054054054054054
10833,M284752447,58,46,2.6363636363636362,0.45454545454545453,0.5454545454545454
10835,M035550313,44,37,2.2,0.5,0.5
10842,M144324013,60,29,1.875,0.6875,0.3125
10844,M464675876,46,26,2.1904761904761907,0.5238095238095238,0.47619047619047616
10850,M667836179,702,203,3.9661016949152543,0.768361581920904,0.23163841807909602
10851,M882619715,141,68,3.6153846153846154,0.6410256410256411,0.3589743589743589
10868,M194285911,19,9,2.111111111111111,0.6666666666666666,0.33333333333333337
10872,M917932024,66,29,1.375,0.9583333333333334,0.04166666666666663
10875,M393634417,262,85,2.096,0.592,0.40800000000000003
10879,M530795596,13,9,6.5,0.5,0.5
10883,M425648490,268,93,8.375,0.78125,0.21875
10885,M713957346,90,34,2.0930232558139537,0.7674418604651163,0.2325581395348837
10886,M501385524,30,15,1.4285714285714286,0.9047619047619048,0.09523809523809523
10888,M423009939,620,157,2.48,0.764,0.236
10889,M262824833,542,99,4.972477064220183,0.41284403669724773,0.5871559633027523
10891,M570785648,87,51,1.5535714285714286,0.6607142857142857,0.3392857142857143
10894,M206102585,72,38,2.1818181818181817,0.6060606060606061,0.3939393939393939
10895,M506381144,721,189,5.421052631578948,0.6541353383458647,0.3458646616541353
10896,M987624864,10,7,5.0,1.0,0.0
10897,M975793869,198,75,1.9603960396039604,0.3069306930693069,0.693069306930693
10908,M689688005,28,16,1.0769230769230769,0.9230769230769231,0.07692307692307687
10909,M406403270,87,50,1.7755102040816326,0.6122448979591837,0.3877551020408163
10911,M152553450,1,1,1.0,1.0,0.0
10912,M562358473,42,22,1.826086956521739,0.8695652173913043,0.13043478260869568
10913,M320366214,87,42,2.289473684210526,0.6578947368421053,0.3421052631578947
10914,M872444303,144,50,6.857142857142857,0.8571428571428571,0.1428571428571429
10915,M407473189,79,32,1.6122448979591837,0.7959183673469388,0.20408163265306123
10916,M768408673,65,33,1.9696969696969697,0.696969696969697,0.303030303030303
10919,M019156129,651,166,11.625,0.6607142857142857,0.3392857142857143
10922,M858633249,175,63,3.723404255319149,0.2978723404255319,0.7021276595744681
10927,M924508776,207,95,1.6299212598425197,0.5354330708661418,0.4645669291338582
10930,M577036032,30,20,1.1111111111111112,0.2962962962962963,0.7037037037037037
10933,M578052808,83,39,1.930232558139535,0.4186046511627907,0.5813953488372092
10937,M194892444,164,70,6.56,0.64,0.36
10942,M111556273,520,119,2.4299065420560746,0.705607476635514,0.29439252336448596
10943,M382596012,542,98,3.0795454545454546,0.7443181818181818,0.25568181818181823
10946,M425700873,3,1,3.0,0.0,1.0
10953,M110972007,158,68,3.2244897959183674,0.7755102040816326,0.22448979591836737
10954,M770040098,378,136,3.0483870967741935,0.6209677419354839,0.3790322580645161
10956,M020145678,598,151,5.6415094339622645,0.6698113207547169,0.33018867924528306
10978,M962814042,365,139,3.5096153846153846,0.38461538461538464,0.6153846153846154
10986,M619053112,72,35,2.0,0.5277777777777778,0.4722222222222222
10989,M423945207,33,21,2.75,0.0,1.0
10991,M556494467,48,32,2.0869565217391304,0.30434782608695654,0.6956521739130435
10996,M330927312,18,7,2.0,0.4444444444444444,0.5555555555555556
11000,M986855898,321,162,3.647727272727273,0.45454545454545453,0.5454545454545454
11003,M141036917,361,117,6.811320754716981,0.5471698113207547,0.4528301886792453
11004,M517439925,127,48,1.8955223880597014,0.9253731343283582,0.07462686567164178
11007,M371241079,593,169,3.572289156626506,0.6807228915662651,0.3192771084337349
11010,M650747717,221,99,2.8701298701298703,0.5714285714285714,0.4285714285714286
11012,M065308498,162,63,2.076923076923077,0.08974358974358974,0.9102564102564102
11021,M489460698,317,126,6.469387755102041,0.8163265306122449,0.18367346938775508
11029,M878446479,154,34,2.298507462686567,0.9253731343283582,0.07462686567164178
11031,M695127072,49,15,2.3333333333333335,0.7142857142857143,0.2857142857142857
11035,M901178962,106,35,1.9272727272727272,0.10909090909090909,0.8909090909090909
11038,M531600158,260,106,3.3766233766233764,0.7402597402597403,0.2597402597402597
11040,M008280181,312,99,6.782608695652174,0.5434782608695652,0.4565217391304348
11042,M539893665,833,139,4.361256544502618,0.5497382198952879,0.4502617801047121
11045,M497458467,95,43,3.6538461538461537,0.5384615384615384,0.46153846153846156
11050,M272001394,124,61,2.9523809523809526,0.2619047619047619,0.7380952380952381
11067,M209919340,738,151,5.3478260869565215,0.6811594202898551,0.3188405797101449
11068,M113869831,144,44,2.1176470588235294,0.75,0.25
11069,M073553732,52,33,1.4444444444444444,0.5,0.5
11076,M078213748,329,71,1.9127906976744187,0.5174418604651163,0.4825581395348837
11087,M601518330,40,21,2.2222222222222223,0.3333333333333333,0.6666666666666667
11088,M738802883,34,14,1.2592592592592593,0.1111111111111111,0.8888888888888888
11093,M536589015,186,57,3.263157894736842,0.6491228070175439,0.3508771929824561
11102,M755112174,213,86,1.8205128205128205,0.717948717948718,0.28205128205128205
11103,M275460938,352,119,4.190476190476191,0.6785714285714286,0.3214285714285714
11107,M674585057,97,43,2.2045454545454546,0.7727272727272727,0.2272727272727273
11108,M043178960,263,99,6.575,0.55,0.44999999999999996
11109,M070050055,604,145,3.300546448087432,0.6338797814207651,0.36612021857923494
11116,M473617760,128,52,2.909090909090909,0.75,0.25
11128,M934253149,476,153,7.80327868852459,0.9180327868852459,0.08196721311475408
11129,M127651163,185,96,3.7755102040816326,0.5510204081632653,0.44897959183673475
11130,M144436976,40,18,1.3333333333333333,0.16666666666666666,0.8333333333333334
11133,M560927456,21,15,1.05,0.65,0.35
11134,M890231252,218,86,1.5571428571428572,0.6857142857142857,0.3142857142857143
11143,M271971039,43,23,1.8695652173913044,0.34782608695652173,0.6521739130434783
11144,M743732464,152,79,6.333333333333333,0.7083333333333334,0.29166666666666663
11146,M797523282,29,14,1.3181818181818181,0.4090909090909091,0.5909090909090908
11148,M751529164,157,43,2.492063492063492,0.2698412698412698,0.7301587301587302
11149,M166599204,48,29,1.7777777777777777,0.37037037037037035,0.6296296296296297
11154,M732072871,118,61,2.3137254901960786,0.6078431372549019,0.3921568627450981
11163,M546999033,303,129,2.3858267716535435,0.4330708661417323,0.5669291338582677
11169,M206858116,477,140,4.86734693877551,0.3469387755102041,0.653061224489796
11180,M756084876,59,35,2.8095238095238093,0.5714285714285714,0.4285714285714286
11181,M799845416,55,20,1.8333333333333333,0.5333333333333333,0.4666666666666667
11186,M746520665,103,52,2.019607843137255,0.5686274509803921,0.43137254901960786
11191,M134898572,426,125,5.835616438356165,0.5753424657534246,0.4246575342465754
11199,M046399581,18,10,1.0588235294117647,0.7647058823529411,0.23529411764705888
11201,M171576014,11,9,1.2222222222222223,0.3333333333333333,0.6666666666666667
11205,M400674365,204,94,7.285714285714286,0.32142857142857145,0.6785714285714286
11208,M754665813,337,103,9.108108108108109,0.7297297297297297,0.2702702702702703
11211,M183399942,47,24,2.1363636363636362,0.7727272727272727,0.2272727272727273
11231,M071683972,837,207,4.024038461538462,0.44711538461538464,0.5528846153846154
11242,M727658984,205,65,5.394736842105263,0.7631578947368421,0.23684210526315785
11243,M301623061,50,21,1.3157894736842106,0.21052631578947367,0.7894736842105263
11247,M374628439,126,71,4.2,0.8333333333333334,0.16666666666666663
11255,M182410615,157,59,1.4017857142857142,0.6071428571428571,0.3928571428571429
11257,M430436513,75,34,2.4193548387096775,0.7096774193548387,0.29032258064516125
11263,M624763884,27,13,1.6875,0.4375,0.5625
11267,M248417595,333,116,2.4130434782608696,0.6739130434782609,0.32608695652173914
11268,M842991166,51,28,2.04,0.68,0.31999999999999995
11273,M437953198,89,37,1.679245283018868,0.39622641509433965,0.6037735849056604
11280,M125270061,282,121,2.274193548387097,0.75,0.25
11282,M963950763,189,80,4.0212765957446805,0.574468085106383,0.42553191489361697
11286,M362940255,453,146,1.834008097165992,0.6275303643724697,0.3724696356275303
11290,M340954582,120,49,1.7647058823529411,0.5,0.5
11291,M609799705,119,47,1.676056338028169,0.5633802816901409,0.43661971830985913
11292,M720783980,39,15,1.1470588235294117,0.6764705882352942,0.32352941176470584
11294,M255689067,302,95,9.4375,0.0625,0.9375
11295,M798901808,96,41,1.9591836734693877,0.20408163265306123,0.7959183673469388
11297,M387166930,1432,258,10.156028368794326,0.6524822695035462,0.34751773049645385
11302,M847134682,98,42,1.6333333333333333,0.9,0.09999999999999998
11318,M449742587,420,142,6.0,0.8142857142857143,0.18571428571428572
11327,M950615588,82,46,2.05,0.4,0.6
11332,M015892198,305,99,3.01980198019802,0.44554455445544555,0.5544554455445545
11338,M191080075,193,99,6.433333333333334,0.5333333333333333,0.4666666666666667
11347,M386095189,53,34,1.962962962962963,0.18518518518518517,0.8148148148148149
11348,M348452531,346,115,3.9318181818181817,0.06818181818181818,0.9318181818181819
11353,M473285301,243,51,2.43,0.32,0.6799999999999999
11357,M103158722,918,165,8.826923076923077,0.7980769230769231,0.20192307692307687
11360,M224390005,158,67,1.5643564356435644,0.4752475247524752,0.5247524752475248
11362,M042564340,214,92,5.35,0.925,0.07499999999999996
11373,M471976757,39,23,1.7727272727272727,0.2727272727272727,0.7272727272727273
11377,M392096592,31,25,1.4761904761904763,0.47619047619047616,0.5238095238095238
11385,M712435837,123,51,2.1206896551724137,0.46551724137931033,0.5344827586206897
11388,M662272967,225,122,3.8793103448275863,0.6206896551724138,0.3793103448275862
11391,M139801888,44,27,1.4666666666666666,0.23333333333333334,0.7666666666666666
11399,M313667502,1210,186,6.576086956521739,0.6684782608695652,0.3315217391304348
11410,M618434343,68,51,2.9565217391304346,0.6521739130434783,0.34782608695652173
11414,M775522235,34,18,1.8888888888888888,0.6666666666666666,0.33333333333333337
11429,M923899548,200,78,3.278688524590164,0.39344262295081966,0.6065573770491803
11431,M723247859,36,19,1.7142857142857142,0.23809523809523808,0.7619047619047619
11432,M644490928,247,65,4.049180327868853,0.7540983606557377,0.24590163934426235
11441,M183689230,184,60,1.7692307692307692,0.33653846153846156,0.6634615384615384
11445,M428577416,367,149,3.563106796116505,0.5436893203883495,0.4563106796116505
11457,M920689018,78,44,3.9,0.45,0.55
11461,M072470650,310,112,3.5632183908045976,0.6206896551724138,0.3793103448275862
11462,M033634119,127,35,1.4111111111111112,0.5333333333333333,0.4666666666666667
11466,M997669869,24,11,1.1428571428571428,0.0,1.0
11467,M564733300,134,76,4.466666666666667,0.6333333333333333,0.3666666666666667
11472,M296620053,487,174,2.66120218579235,0.31693989071038253,0.6830601092896175
11483,M011527521,512,176,2.8131868131868134,0.4340659340659341,0.5659340659340659
11491,M025928303,287,124,3.376470588235294,0.5058823529411764,0.49411764705882355
11506,M340696040,26,13,1.7333333333333334,0.3333333333333333,0.6666666666666667
11511,M376818948,1060,310,4.076923076923077,0.4,0.6
11521,M906818681,839,184,8.739583333333334,0.6354166666666666,0.36458333333333337
11536,M656597283,123,69,4.241379310344827,0.5862068965517241,0.4137931034482759
11537,M972115610,48,29,2.526315789473684,0.5789473684210527,0.42105263157894735
11539,M110051930,12,10,1.5,0.75,0.25
11545,M939612680,1,1,1.0,0.0,1.0
11549,M607010958,256,96,2.6122448979591835,0.5510204081632653,0.44897959183673475
11553,M459533046,271,86,7.970588235294118,0.6176470588235294,0.38235294117647056
11554,M653312619,59,28,1.6388888888888888,0.1111111111111111,0.8888888888888888
11560,M744184973,258,127,2.1147540983606556,0.3442622950819672,0.6557377049180328
11567,M452357754,504,121,5.793103448275862,0.7011494252873564,0.29885057471264365
11572,M761475535,95,53,2.261904761904762,0.47619047619047616,0.5238095238095238
11573,M514343209,130,44,5.2,0.6,0.4
11575,M886214020,6,6,1.0,0.0,1.0
11579,M354640963,408,144,6.915254237288136,0.3728813559322034,0.6271186440677966
11582,M524672595,172,65,1.638095238095238,0.6761904761904762,0.32380952380952377
11586,M920581371,382,146,4.021052631578947,0.6105263157894737,0.3894736842105263
11589,M138148855,497,163,1.94140625,0.609375,0.390625
11592,M650743836,397,146,2.6824324324324325,0.4391891891891892,0.5608108108108107
11593,M456451345,199,30,4.5227272727272725,0.38636363636363635,0.6136363636363636
11595,M403286666,17,8,1.8888888888888888,0.6666666666666666,0.33333333333333337
11598,M668777967,139,51,3.5641025641025643,0.5384615384615384,0.46153846153846156
11602,M726203597,198,80,3.6666666666666665,0.6296296296296297,0.37037037037037035
11603,M660655611,170,67,2.0481927710843375,0.37349397590361444,0.6265060240963856
11605,M140152361,48,19,1.411764705882353,0.5882352941176471,0.4117647058823529
11612,M722839711,252,62,2.8636363636363638,0.7954545454545454,0.20454545454545459
11617,M514115705,438,131,8.11111111111111,0.35185185185185186,0.6481481481481481
11618,M165429050,111,67,1.6818181818181819,0.2878787878787879,0.7121212121212122
11619,M952083344,1248,237,8.103896103896103,0.5974025974025974,0.4025974025974026
11622,M412758047,192,107,7.111111111111111,0.2962962962962963,0.7037037037037037
11623,M083432575,30,13,1.5,0.3,0.7
11624,M384709345,686,220,5.5772357723577235,0.17073170731707318,0.8292682926829268
11626,M751946699,157,86,3.8292682926829267,0.07317073170731707,0.926829268292683
11627,M198104311,996,192,11.318181818181818,0.2159090909090909,0.7840909090909091
11641,M042454285,247,57,1.8432835820895523,0.4701492537313433,0.5298507462686567
11649,M672632686,101,51,1.8363636363636364,0.7090909090909091,0.2909090909090909
11653,M746908457,215,79,3.706896551724138,0.7931034482758621,0.2068965517241379
11659,M097142114,42,25,1.2352941176470589,0.7352941176470589,0.2647058823529411
11662,M608643689,44,29,2.0952380952380953,0.38095238095238093,0.6190476190476191
11675,M671926788,709,161,3.9608938547486034,0.6759776536312849,0.3240223463687151
11691,M242363544,174,52,2.2025316455696204,0.6582278481012658,0.3417721518987342
11693,M299791653,41,33,4.1,0.2,0.8
11694,M940474124,13,11,1.1818181818181819,0.0,1.0
11701,M624748155,45,24,2.3684210526315788,0.0,1.0
11717,M566392706,282,77,2.9375,0.6145833333333334,0.38541666666666663
11719,M196537192,77,41,1.8780487804878048,0.43902439024390244,0.5609756097560976
11723,M867036252,37,20,1.2333333333333334,0.6333333333333333,0.3666666666666667
